	47,413,792,495
727435	245,656,390,299,435,1111,154,609
727436	746,435,425
727437	299,435
727438	390,435
727439	189,71,467,30,1222,245,206,43,273,40,609,4178,299,3,82,435,276,77,246,576,377
727440	312,174,497,1143,38,200,746,634,361,413,245,1032,441,457,609,570,596,607,1068,234,438,308,656,518,276,928,435,25,466,53,252
727441	245,390,299,435,986,454,234,252,609
727442	71,117,630,400,22,42,1890,54,241,82,473,435,276,264,856,25,53,377,493
727443	245,441,299,279,435,839,609
727444	245,299,435,1247,609
727445	299,435,609
727446	537,49,435,3
727447	441,174,435,1028,761,596,642,258,746,950,252,506,361
727448	139,348,142,403,435,57,271,321,98,195,48
727449	245,609,390,299,435,477
727450	435,425,121,3122,557
727451	245,438,288,390,299,435,457,533,234,252,169,609
727452	326,435
727453	536,435,133,87
727454	2836,455,97,467,396,435,240,461,1615,84,1501,714,76,3249,900,32,19,250
727455	245,390,340,435,299,609,89
727456	557,245,749,598,405,693,435,299,1144,478,607,581,463,634,477
727457	435,121
727458	435,5
727459	223,435
727460	132,220,57,168,7,22,63,34,245,74,843,18,59,393,609,299,6,324,435,103,297,10,26,198,16
727461	30,435,25
727462	4112,435,574
727463	177,435,44
727464	245,288,132,299,435,843,912
727465	477,269,245,999,405,435,299,454,839,478,607,581,234,72,252,609
727466	132,39,70,400,38,42,287,245,99,761,843,457,912,43,72,405,520,609,1159,299,234,438,592,435,276,77,425,124,757,252
727467	299,245,435,609
727468	245,467,390,299,435,609
727469	435,425
727470	557,243,435,425
727471	245,299,435,454,609
727472	2604,132,435,843,400,609
727473	30,435,457
727474	435,3
727475	432,622,761,435
727476	435,3
727477	502,435
727478	125,164,715,435,466,1457,763,1552,252
727479	435,281
727480	435,44
727481	189,269,49,312,71,164,598,278,1028,279,39,117,70,454,30,478,533,530,463,746,99,441,967,646,123,642,126,43,72,51,477,295,44,91,299,340,579,3,986,707,1144,208,337,234,915,438,506,288,752,231,435,276,147,581,25,425,154,77,557
727482	537,435
727483	1239,435,764,148,841
727484	212,435
727485	299,245,622,435
727486	245,592,390,299,435,609
727487	622,22,869,484,245,1509,406,760,3357,2208,1382,44,14,815,1577,435,210,3016,2081,2990
727488	245,299,435,1030,425,642,454,252,234,520,506,609
727489	435,588,649
727490	299,245,435
727491	299,435,746,72,169,609
727492	716,61,435,622,285,58,258,236
727493	435,439,1336,607,534
727494	622,435
727495	60,435
727496	1028,435,103,123,462
727497	622,435
727498	245,2836,609,44,622,435,177,505,2990,318
727499	49,435,526,3,557,405,169
727500	435,609,467
727501	622,435
727502	299,693,276,435,39,77,576,757,609
727503	967,299,435,928,607,361
727504	830,435,164
727505	4371,299,435,868,609
727506	245,101,288,44,560,622,435,402,246,25,3,299,93,285,258,609,318
727507	71,279,454,30,38,533,463,634,245,441,457,60,51,742,91,299,790,438,557,1577,435,2375,466,258,662,252
727508	245,742,441,299,435,454,60,839
727509	435,622,467
727510	598,174,279,57,63,76,746,463,950,12,441,2,52,693,761,912,18,273,1159,169,609,477,742,299,1144,492,234,749,288,922,435,581,576,466,80,557,302,252
727511	598,1028,454,919,140,245,94,999,761,843,642,1111,520,609,742,607,86,506,45,656,2963,928,276,435,425,252
727512	396,467,299,435,622,58,949,2523,963
727513	245,390,299,435,169,609
727514	245,94,435,596,642,454,234,252,377,609
727515	245,749,288,2421,598,2,299,693,68,435,229,1286,311,252,234,634,361
727516	435,252,425
727517	390,245,435
727518	245,978,288,204,999,188,435,68,1328,39,234,15,46,167,72,252
727519	520,435,452,1143,234,466,123,912,27,506,502,337,369,252,169,176
727520	189,71,312,810,132,174,371,30,533,746,839,361,967,693,123,642,144,628,405,520,1554,1694,299,570,707,790,505,506,557,656,815,435,25,576,662,377
727521	477,49,628,889,390,299,435,264,1144,63,478,557,530,234,252,609
727522	245,467,299,435,622,856,58,511,609
727523	245,299,622,435,609
727524	174,361,491,642,72,273,51,477,83,570,3,790,595,557,656,435,25,466,425,462,258,662,252,2379
727525	502,622,435
727526	622,435
727527	465,9,132,435,466,2236,0
727528	299,693,435,912,557
727529	245,299,435,454,234,609
727530	245,299,435,642,596,454,506
727531	245,299,435,234,1541,536,252,609
727532	477,245,390,299,435,707,478,198,581,746,609
727533	435,460,720
727534	269,299,435,576,557
727535	245,435
727536	127,215,162,592,179,435,279,779,17,67,620,19,27
727537	245,390,299,435,463
727538	299,245,435,609
727539	71,245,299,435,454,609
727540	139,132,279,400,454,463,950,245,441,967,999,843,457,912,143,1159,520,609,742,299,596,607,438,288,928,435,466,252
727541	622,609,435
727542	71,646,435,25,607,282
727543	88,435
727544	139,245,299,435,159,229,156,609,89
727545	245,1217,288,441,390,212,435,279,299,912,43,609
727546	245,299,693,435,761,252,757,520,919,405,609
727547	245,441,560,435,299,252,609,89
727548	245,99,577,299,435,579,15,511,478,581,42,72,609
727549	193,435,1646,780,687,18,33,824
727550	435,77
727551	245,390,132,299,435,103,110,252,609,318
727552	71,279,39,530,42,245,99,441,967,81,126,43,83,299,82,685,234,435,25,466,425
727553	299,245,435
727554	821,435
727555	132,174,1028,454,533,746,463,919,245,441,999,761,843,642,457,1111,912,405,609,299,570,986,596,790,607,234,438,506,749,656,288,435,103,276,264,425,466,258,341,252
727556	299,234,435,245
727557	245,435
727558	299,245,435
727559	557,967,299,435,1144,581,477
727560	245,390,299,435,609
727561	595,245,299,435,276,77,576,454,478,607,757,252
727562	413,245,312,441,174,619,435,299,454,252,173,634,609
727563	269,85,174,1256,530,3502,97,122,206,81,84,143,450,51,1102,390,152,37,207,435,103,365,3775
727564	435,377,14
727565	245,299,622,435,609
727566	618,160,4014,435,1334,510
727567	299,245,435,609
727568	245,390,299,435,609
727569	245,491,390,299,435,761,379,609,361
727570	299,245,435
727571	519,279,39,454,42,463,839,99,441,999,642,43,131,405,609,299,1144,596,435,77,425,557,110,48,377
727572	438,1797,967,299,435,2768,1974,454,144,183,511,341,746,234,252
727573	245,622,435,123,229,609
727574	390,666,435,87,1157,39,299,454,581,5,2101,609
727575	967,435
727576	1090,164,411,435,304,98
727577	519,467,850,995,30,746,634,761,1111,60,273,405,51,609,3,707,438,506,308,752,435,466,341
727578	162,142,24,446,322,412,622,435,299,16,140,66
727579	435,609
727580	71,245,662,91,999,299,435,117,30,557,746,405,609
727581	595,299,435,276,77,264,757,4250,609
727582	390,299,435,609
727583	299,435
727584	245,299,435,454,234,252
727585	656,174,435,570,912,915
727586	454,839,245,999,642,457,912,405,609,299,986,596,234,438,506,288,435,757,252
727587	482,312,467,132,174,598,850,995,39,7,463,634,413,245,123,457,273,405,609,570,121,321,438,288,435,341,460,856,466,25,462,258,156
727588	749,598,967,299,693,435,642,2167,634,506,609
727589	676,71,174,454,511,463,634,245,693,457,72,405,545,742,299,579,596,790,607,234,438,506,308,749,656,928,435,77,557,252,902
727590	622,435
727591	35,299,435,707,1111,511,377
727592	435,609
727593	435,588
727594	189,435,3,425,685
727595	2,435,214
727596	676,71,967,132,299,435,276,77,264,425,39,579,557,757,234,252
727597	557,719,435,425,222,341,252,287,2402
727598	299,245,435
727599	595,245,1351,44,299,622,435,88,609
727600	245,299,435,596,425,642,454,607,234,252,506,609
727601	245,2990,435,832,278,299,587,93
727602	245,299,435,234,252,609
727603	245,390,2,299,435,466,229,454,609
727604	4178,435
727605	435,622,467
727606	245,435
727607	557,308,132,299,435,276,425,642,454,607,252,520,506,609
727608	435,19
727609	71,3061,443,835,598,729,995,454,1570,530,950,919,839,3591,251,66,565,3330,245,211,441,456,693,68,843,774,761,3562,1030,247,4,588,214,1159,477,609,170,537,1687,275,299,2504,6,570,596,3433,152,121,790,607,1711,1389,505,2621,506,1364,922,928,366,1189,435,258,192,662,252
727610	245,467,390,299,435,609
727611	1164,35,245,748,299,435,1730,70,93,1570,98,609
727612	595,245,438,609,288,296,299,435,995,457,576,912,607,581,520,252,477
727613	646,15,435
727614	189,71,226,279,117,722,454,30,42,245,12,99,94,126,11,43,40,520,609,537,83,20,239,91,299,3,82,234,288,435,25,26,489,48,252
727615	245,467,390,4504,174,622,435,299,3598,609,1953
727616	245,749,288,598,174,299,693,435,761,912,454,607,919,634,609
727617	245,598,390,299,435,995,454,746,234,839,520,609
727618	299,245,435
727619	299,435
727620	435,216
727621	2316,2798,132,299,435,843,1342,609
727622	99,299,435,39,43,42,609
727623	245,438,288,299,435,761,1209,457,912,2128,662,234,252
727624	299,454,435,609
727625	245,390,299,435,167,609
727626	189,49,676,71,519,850,132,174,995,39,117,511,1224,176,99,457,126,46,43,1296,876,60,273,72,51,83,218,299,87,579,82,502,2616,308,435,25,902
727627	139,742,299,435,928,1447,526,400,466,642,273
727628	299,435,292,217,70,154,63,609
727629	1566,435,70,53,201,377
727630	245,467,390,299,622,435,609
727631	245,132,299,435,609
727632	299,435
727633	749,435,693,642,596,425,454,506
727634	3843,12,829,435,282,48,287
727635	435,765,425
727636	1030,622,435
727637	622,435
727638	609,656,467,622,435,285,58,2287,234,5,2990
727639	299,245,435
727640	676,308,245,299,435,454,43,533,60,902,609
727641	49,435,3,154,5
727642	396,563,1531,622,39,678,455,219,133,84,450,398,169,609,216,299,891,208,2668,435,3227,2344
727643	245,299,435,234,252,89
727644	245,467,390,299,622,435,609
727645	245,999,299,435,389,607,374,839,609
727646	71,662,99,441,315,967,299,435,279,39,596,579,43,790,511,557,839,506
727647	435,169
727648	245,390,299,435,143,609
727649	35,435,357,81,893,129,88,865
727650	245,390,2,299,435,150,286,454,16,252,609
727651	49,467,390,622,435,3,1111,379,361
727652	212,435,223
727653	299,435,454,337,369,609
727654	943,2372,299,435,693,77,557,506,361
727655	49,245,299,435,39,60,839,609
727656	245,390,299,622,435,1085,609,421
727657	245,441,299,435,466,454,607,234,839,252
727658	269,132,995,400,454,463,919,950,361,245,967,999,761,843,642,1159,520,299,596,607,234,506,288,928,435,252
727659	136,223,435,806,505
727660	56,61,435,1651,1301,80,711,121,200,32,2258
727661	288,299,435,693,570,3,790,89,252,361
727662	598,995,300,400,454,478,746,950,34,634,88,839,245,12,97,1568,441,999,642,241,912,1159,520,405,477,609,20,239,299,1144,986,596,790,257,337,234,369,438,506,749,288,435,276,581,77,425,26,462,258,489,557,757,252
727663	245,2836,467,390,299,622,435,609
727664	390,299,435,609
727665	245,160,525,104,299,712,435,495,1023,22,58,706,534,112,3069,1953
727666	390,299,435,77,891,746,252,609
727667	245,609,256,153,694,345,622,435,425,3,18,165,2523,4,34,118,293,2990
727668	999,299,435,276,264,757,839,609
727669	245,299,435,761,258
727670	435,467
727671	1708,572,254,169,4178,204,307,299,918,17,1468,45,498,801,207,2338,435,640,373,41,19
727672	245,390,299,435,462,609
727673	99,299,435,39,43,42,839,609
727674	60,312,435
727675	530,435
727676	435,506,1059
727677	72,123,435
727678	99,299,435,39,43,42,609
727679	162,2634,92,2980,558,126,31,277,546,970,328,8,506,595,2842,202,435,425,110
727680	189,451,922,666,435,1143,123,117,158,126,304,511,42,369
727681	245,94,299,435,234,1932,530,302,252,609
727682	454,478,533,746,839,361,451,245,441,967,761,642,457,169,609,742,299,87,3,596,790,234,438,506,435,425,466,797,258,252
727683	24,2,150,299,368,435,286,684,454,16,530,234,252
727684	595,757,693,581,276,435,1028,761,454,341,337,506,609
727685	676,435
727686	435,421
727687	557,662,231,299,435,266,1440,1144,425,1394,3463,454,581,950,252,477
727688	2817,245,390,299,435,761,642,454,252,506,609
727689	598,174,150,562,98,5,125,413,123,273,520,3,121,234,435,285,757,48,105
727690	2683,435,164
727691	341,435
727692	435,622,467
727693	438,435,457,607,463,405
727694	451,245,315,390,299,435,38,234,0,609,2973
727695	435,117
727696	245,467,390,299,622,435,1883,609
727697	308,45,467,390,752,212,435,310,579,241,17,38,450,272,511,60,51,609
727698	299,454,435,609
727699	521,435
727700	557,162,609,999,405,435,299,1144,425,241,462,607,581,369,839,252,477,89
727701	245,614,467,390,435,518,609
727702	245,132,299,622,435,3,82,5,609
727703	126,435
727704	435,622,24
727705	622,435
727706	676,482,164,174,1143,995,454,30,1570,533,42,634,441,967,693,642,457,1111,405,214,609,51,1694,742,91,299,570,3,596,790,607,86,234,438,118,506,595,557,749,656,435,276,264,425,466,258,662,252
727707	30,435
727708	245,435,581,462,341
727709	622,439,435
727710	245,299,435,58,609
727711	225,622,435,25,82,126,1974,258,607,341
727712	408,524,312,191,432,270,22,1337,165,281,140,211,59,1599,318,1657,208,669,1260,472,29,690,435,460,229,236,1342,282
727713	889,967,299,435,425,642,557,463,72,252
727714	245,299,435,454,234,252,609
727715	231,90,435,98,176
727716	245,288,299,435,761,624,457,43,533,919,438,169,609
727717	1948,435,508
727718	1222,288,44,1459,999,435,103,285,121,236
727719	71,245,441,91,299,435,117,82,466,454,30,234,252
727720	245,91,299,435,928,1144,642,3,126,607,557,42,506,361
727721	299,435,596,642,454,252,506,609
727722	484,14,622,435,1085,486,2990,589
727723	477,1764,245,441,390,299,1817,435,279,609
727724	245,299,435,454,234,252,609,361
727725	454,478,533,746,245,889,642,457,169,477,299,1144,596,707,892,790,438,506,435,581,258,557
727726	245,390,299,435,609
727727	189,71,85,39,117,454,30,42,99,646,2,761,126,43,72,51,83,91,299,715,3,82,1389,234,928,435,252
727728	371,435,206
727729	245,441,299,435,454,252,609
727730	435,14
727731	189,43,435
727732	435,1657,311
727733	400,454,746,950,245,560,912,1159,609,537,299,986,234,438,288,435,276,77,757,252
727734	245,2798,1451,2,150,299,435,16,234,609
727735	299,245,435,609
727736	188,212,435
727737	299,435,103
727738	622,609,435
727739	228,435,390
727740	413,245,435,457,438,361
727741	396,307,467,435,891,440
727742	396,435,272,42,421
727743	245,749,598,967,299,435,276,693,264,642,454,757,252,506,609,361
727744	1010,504,245,288,243,31,345,299,435,57,457,454,18,33,533,463,438,609
727745	1386,454,182,435
727746	245,441,299,435,642,454,234,252,506
727747	477,557,245,405,435,299,1144,596,425,642,454,478,581,337,234,252,506,609
727748	189,174,435,103,339,39,25,3,43,258,8,252,361
727749	245,288,299,435,995,912,520,609
727750	299,435,8
727751	78,526,400,311,746,251,361,89,245,2,196,51,609,318,390,299,986,707,790,337,922,435,462,285,302
727752	299,454,435,609
727753	245,299,435,454,221,131,252,530,234,839,520,609
727754	245,136,435,425,234,252
727755	435,724,220,22,473,424
727756	482,101,324,72,14,2216,435,30,98,42,34
727757	299,435,53,173,377
727758	3713,1881,223,435,1028,1658,596,642,454,43,506
727759	71,39,117,400,454,30,478,42,245,99,441,999,123,126,43,60,72,405,1159,477,83,91,299,3,986,82,121,234,288,435,77,25,425,462,581,252
727760	71,117,30,463,35,245,99,693,126,912,43,72,51,609,91,299,82,707,337,379,369,234,749,288,435,103,576,557,252
727761	3,518,5,435
727762	197,497,533,200,746,463,839,361,413,245,967,693,642,405,520,299,570,790,234,438,506,557,716,656,435,425,662
727763	435,122
727764	45,56,275,299,435,460,267,19,102,152,1117,252,157,609
727765	2150,245,299,435,454,234,252,609
727766	390,299,622,435,1111
727767	245,299,435,234,454,463,252
727768	1222,211,326,435,533
727769	245,657,435,907,252,234,37,405
727770	676,1797,435,276,126
727771	269,598,478,530,950,839,361,245,889,693,761,912,405,609,299,986,337,369,234,749,288,435,462,252
727772	693,435
727773	41,1061,409,467,840,179,396,622,435,452,1244,154,2344,3352,272,1655,450
727774	435,467
727775	537,71,288,132,435,117,986,425,790,506,477
727776	299,245,435,609
727777	820,99,299,435,558,39,43,316,42,287,609,89
727778	435,624,467
727779	71,117,459,30,245,12,166,100,609,50,390,91,299,6,3,82,138,435,25,26,0
727780	569,324,435,544,447,418,325,1354,263
727781	413,435,121
727782	279,435,282,520,169
727783	438,288,296,922,299,435,457,912,454,790,258,533,463,405,609
727784	96,243,314,245,441,20,299,435,279,40,454,11,18,247,234,34,252
727785	245,106,2,299,435,454,247,252
727786	71,91,299,435,570,117,25,425,82,454,30,38,98,609
727787	435,622,467
727788	435,609
727789	245,390,299,435,3,609
727790	193,299,435,526,273
727791	245,14,622,435,67,53
727792	3733,435
727793	245,731,646,299,693,435,425,790,911,102,86,41,557,746,950,3657,520,609
727794	606,24,78,622,2397,357,249,895,1029,206,74,187,1122,9,1610,8,449,322,435,80,149,507,16,680,591
727795	91,435
727796	1373,622,491,435
727797	57,265,562,1380,311,281,66,413,245,317,104,619,190,1714,3034,59,628,273,3899,609,142,638,299,121,1597,2578,172,435,80,198,16,343,252
727798	71,174,1143,533,634,361,413,245,1032,642,457,4,596,790,607,234,438,506,557,928,103,276,341,25,435,425,258,662,252
727799	245,390,299,435,609
727800	435,121,123
727801	2011,299,435,220,141,7,121,33,358,1695,327,252,609
727802	1905,211,320,555,435,402,343,105,0
727803	101,174,435,991,158,258,89
727804	299,435,928,25,707,3,152,506,511,533,51,222,1057
727805	537,299,435,955,425,51,60,72,252,902,609
727806	734,1059,223,435,1086,1225,1219,2818,761,7,440,344,222,228,3459,4,1188,176
727807	71,435,252,425
727808	245,467,390,299,435,609
727809	438,656,218,299,435,928,761,457,1111,454,533,607,234,919,252
727810	71,435,579,2031
727811	189,1939,850,132,174,920,598,1143,533,746,463,125,634,413,1032,441,843,123,126,4,173,224,83,299,340,3,158,121,321,1260,557,749,391,435,341,108,25,466,154,425,507,58,113,662,195,237
727812	71,312,598,1143,34,413,245,123,457,628,273,72,277,579,596,607,369,234,118,308,928,276,435,229,16,53,341,252,377
727813	299,435,425
727814	243,3361,435,1275,1212,462
727815	245,288,299,435,457,912,607,746,438,609
727816	101,435,622,439,367,945,1389,1257
727817	749,598,212,693,435,557,746,252
727818	676,225,160,132,174,719,1028,598,1040,995,117,400,334,555,63,146,533,463,950,634,89,245,61,1032,441,967,693,843,642,1174,1111,912,828,520,3252,169,214,318,503,742,91,299,570,3,986,158,596,82,121,790,234,506,308,749,655,656,288,136,928,276,103,341,25,2573,435,425,77,53,557,2081,252
727819	189,71,39,117,454,30,42,361,245,99,441,967,999,761,126,43,60,1159,169,83,91,299,1144,3,596,82,790,369,435,276,264,425,557,252
727820	245,435,103,693,630,425,77,928,454,457,252,234,634,609,89
727821	312,280,315,174,1143,22,245,296,123,628,609,44,142,234,716,435,276,856,252
727822	308,435
727823	245,967,299,435,425,642,454,607,557,757,234,252
727824	676,598,174,1143,478,42,746,634,215,245,441,967,693,123,241,457,169,662,299,596,607,234,438,506,308,749,656,928,435,264,856,425,341,899
727825	435,425
727826	435,98,117
727827	656,742,560,435,276,642,425,46,557
727828	1022,32,484,133,81,143,131,876,169,464,87,337,2608,207,435,365,217,373,192,421
727829	245,1522,2527,2,299,435,3105,3,152,2232,609
727830	245,288,299,435,234,912,520,252,609
727831	56,1132,467,396,622,38,76,627,176,375,2522,397,68,46,450,2762,584,398,609,1102,216,390,188,299,1832,485,2101,978,518,435,1328,3656,167
727832	245,441,299,435,724,279,121,609
727833	215,85,888,44,88,132,435,1360,51,146,502,282,3252
727834	245,299,435,234,454,381,463,252
727835	435,214,1953
727836	71,245,999,299,435,25,454,662,746,234,252,609
727837	299,245,435,609
727838	189,662,14,435,596,1111,454,341,369,361
727839	245,467,390,299,435,609
727840	315,435,292,707,76,516,2461,113,3512
727841	435,266,367,143,33,374
727842	299,435
727843	676,308,1735,94,299,435,402,39,579,117,309,557,60,51,1057
727844	71,91,299,435,928,77,246,425,310,576,454,30,607,463,252,377
727845	435,5
727846	154,435
727847	39,478,42,919,99,999,241,43,405,477,1144,288,435,276,77,264,425,581,557,757
727848	35,97,136,435,624,1832,121,146,143,192,387,963
727849	435,236
727850	245,390,299,622,435,609
727851	71,132,174,279,42,746,634,361,245,967,693,123,241,1111,273,405,72,742,596,790,557,749,656,435,276,341,77,25,466,425,576,662
727852	950,361,245,967,693,761,642,912,609,1694,299,234,506,288,435,425,58,557,252
727853	245,441,299,435,454
727854	435,246,2010,51,963
727855	245,312,467,299,622,435,3,432,229,790,258,915,252,609
727856	622,435
727857	54,435
727858	595,269,245,749,598,390,299,693,435,607,839,169,609
727859	245,622,435
727860	245,435,77,596,454,30,234,252,506,609
727861	162,312,598,174,279,117,30,463,634,94,693,273,477,830,91,299,707,222,749,136,435,103,292,25,425,192,236,3717,252
727862	245,352,299,435,234,454,41,463,252,609
727863	622,269,435,609
727864	245,1657,861,94,174,719,622,435,299,285,609
727865	622,281,435
727866	245,390,174,223,622,435,624,246,299,152,128,505,609
727867	435,251
727868	269,245,24,299,435,596,1182,642,454,746,234,252,477
727869	245,299,435,1490,76
727870	188,435,8,195,410
727871	71,2062,435,533,662,506
727872	176,35,2199,598,174,435,103,1028,596,454,146,258,863,757,405,505,361
727873	72,2043,435
727874	749,662,598,967,405,693,435,570,299,425,642,790,557,746,463,839,520,506
727875	94,435,25,43,98,530
727876	189,482,132,598,117,511,919,634,99,912,692,51,477,1797,44,83,742,3,15,152,506,1057,288,928,435,25,662
727877	197,1451,200,642,241,609,477,742,299,596,506,435,276,77,264,724,466,557,252
727878	245,441,299,435,928,454,234,252
727879	676,162,85,132,70,432,478,35,832,60,2146,405,477,14,152,337,369,308,136,1065,435,217,425,576,236,252
727880	390,622,435,246,67
727881	245,299,435,746,252,609
727882	676,299,435,642,454,506
727883	595,491,572,889,967,435,264,856,707,241,576,1377,692,169
727884	1090,164,937,70,746,125,140,245,2,214,609,294,390,299,3,304,261,435,147,16
727885	622,435,361
727886	4178,435
727887	71,646,435,25,607,282
727888	478,999,693,761,642,169,477,609,662,299,1144,234,656,435,276,581,557,757,252
727889	435,425
727890	545,288,967,405,435,299,596,466,912,454,533,746,950,252,506
727891	622,435,7,599,431
727892	245,446,299,435,454,329,478,581,463,609
727893	245,467,390,299,622,435,609
727894	49,71,117,30,478,530,746,839,361,245,441,999,405,477,609,662,390,91,299,1144,3,82,379,234,435,276,581,77,425,576,557,757,252
727895	269,435,160,719
727896	269,390,299,435,707,609
727897	85,435,77,121,27
727898	174,39,454,42,1234,245,441,46,43,131,252,609,204,188,299,87,234,37,656,435,466,1373,797,192,5
727899	622,435
727900	950,435
727901	967,134,299,435,276,77,264,210,22,113,757,234,361
727902	477,245,1797,390,299,435,478,16,581,609
727903	595,269,245,749,14,598,174,299,435,462,609
727904	299,245,435,609
727905	162,435,477,425
727906	533,950,839,245,457,609,390,299,3,82,107,790,607,234,438,288,928,435,292,258,112,252
727907	676,71,925,279,63,511,862,361,245,441,967,4409,54,148,299,579,1974,234,435,276,77,425,557,757,252
727908	330,279,526,367,916,441,470,241,1174,173,609,299,607,231,435,276,264,576,343,557,757
727909	299,693,435,1144,609
727910	299,245,435,609
727911	132,390,299,435,843,400,463,609
727912	245,299,435,454,234,252,609
727913	245,435,609
727914	299,622,435,1572,609
727915	299,435,609
727916	245,999,299,435,1144,425,839,557,1159,405,609
727917	451,245,315,299,435,928,607,234,710,963,609
727918	245,99,14,999,299,435,1440,1144,39,1394,43,252,42,234,839,405,609
727919	435,61
727920	1857,1825,467,390,396,299,622,435,2512,2486,58,3763,2455,2523,609
727921	435,425
727922	622,435
727923	390,299,435,97
727924	435,609,467
727925	3937,174,414,435,299,570,425,3,986,152,8,477,535
727926	139,174,454,155,32,1222,245,665,219,92,104,68,2152,876,2656,578,299,1423,3,487,516,86,718,2507,552,821,435,167
727927	438,288,609,299,435,457,154,912,27,252,377,477
727928	295,441,999,174,435,642,3,746,950,252,506,361
727929	245,299,622,435,252,609
727930	71,299,435,454,125,252
727931	221,435,131
727932	71,245,844,83,441,216,91,299,435,279,117,30,51,27,609
727933	557,71,245,999,299,693,435,761,25,425,341,839,405,609,361
727934	245,693,435,63,195,405,609
727935	245,390,299,435,609
727936	245,85,233,299,435,832,642,2770,454,38
727937	766,491,44,861,467,622,435,609
727938	279,39,117,454,548,30,478,42,463,950,245,233,642,912,60,477,609,188,1144,596,82,790,37,506,288,568,435,103,581,77,154,258,557,252
727939	189,71,245,96,99,91,390,299,435,117,25,82,126,30,43,393,609,318
727940	288,299,435,457,454,919,477
727941	234,435,252,425
727942	435,252,425
727943	482,139,1143,334,130,433,7,63,33,880,441,94,1174,252,405,1797,91,82,158,110,321,261,552,506,1435,2196,134,391,338,103,276,460,25,466,435,77,757,2099
727944	85,934,435
727945	245,299,435,1086,1219,51,93,234,252,609,535
727946	299,435,454,234,252
727947	1028,435,3219,986
727948	299,245,435,609
727949	1657,622,297,435,59,58,148
727950	245,299,622,435,609
727951	92,299,435,3,1127
727952	245,467,390,299,435,609
727953	299,245,435,609
727954	245,312,646,1101,616,435,276,77,154,121,662,953,438
727955	245,889,390,299,435,26,1034,40,609
727956	622,44,435
727957	245,2836,467,299,435,38
727958	595,557,245,441,889,299,435,276,279,264,425,241,454,581,757,463,839,477
727959	435,1447,241,264,176
727960	49,245,716,101,560,435,3,272,42,361
727961	299,245,435
727962	435,919
727963	361,54,429,2,435,103,299,425,210,38,58,113,557,234,5,540,862
727964	42,435,902,425
727965	245,441,299,435,454,463,839
727966	299,245,435
727967	288,299,435,103,596,642,912,454,607,950,839,405,506,609
727968	245,299,435,596,234,252
727969	245,1694,299,435,928,642,596,42,234,273,506,609
727970	245,299,435,622,141,58,609
727971	454,533,530,950,245,441,889,761,1006,477,1459,299,158,505,435,806,264,154,258,680,282
727972	455,467,390,299,435,624,505,609
727973	435,963
727974	622,435
727975	245,1669,288,749,299,693,435,234,912,302,463,252
727976	245,299,622,435,58,609
727977	435,281,1830
727978	245,299,435,3,234,609
727979	245,435,609,2990
727980	45,295,467,179,435,587,19
727981	245,441,299,435,258,530,234,252
727982	390,435,596,506,609
727983	676,168,7,511,746,245,54,609,170,1797,390,299,579,707,152,790,435,26,258
727984	63,435
727985	438,405,435,77,39,3,466,252,42,234,282,520,506,176
727986	466,299,435
727987	408,360,2910,435,627,682,7,635,1452,2765
727988	299,435
727989	659,435
727990	245,716,299,435,2990
727991	622,435
727992	429,466,435,506
727993	557,60,435,264
727994	269,245,441,598,999,299,326,693,435,1144,39,761,790,950,1159,169,609
727995	622,435,609,70
727996	435,625
727997	299,435
727998	676,364,71,132,174,1143,39,1448,454,30,272,478,410,533,42,511,839,634,93,35,413,245,491,99,441,889,967,693,123,241,457,1111,692,520,405,609,169,51,537,662,1694,224,390,91,299,570,579,3,707,479,152,234,379,438,369,506,1057,595,749,656,752,928,276,581,264,856,341,435,425,462,77,768,576,557,2407
727999	299,245,435,609
728000	595,269,245,999,299,435,530,609
728001	164,174,624,454,30,1002,42,769,455,441,889,123,126,520,216,14,91,3,82,505,288,435,806,217,25,258,177
728002	299,245,435,609
728003	999,299,435,103,1028,25,457,454,757,405,609
728004	71,1143,22,478,530,919,646,169,477,1144,607,8,595,435,581,856,25,425,576,557,282,963
728005	414,435,299,63,285,1113,8
728006	341,435
728007	503,435,214
728008	245,390,299,435,609
728009	995,39,478,42,839,99,999,761,43,405,520,477,609,299,1144,234,435,581,425,557,252
728010	29,2446,435,36,961,156
728011	245,609,694,299,435,622,58,2990
728012	245,299,435,328,609
728013	1800,435
728014	757,37,77,435
728015	435,83
728016	245,742,441,435,234
728017	622,435
728018	390,299,435,117,82,609
728019	1125,435,217,315
728020	656,132,299,435,596,790,839,506,609
728021	299,245,435,609
728022	1080,435
728023	71,622,1040,200,2287,245,99,46,273,609,4063,91,299,3,8,435,25,466,302
728024	197,656,742,435,693,103,596,425,1111,642,457,506
728025	742,693,435,928,856,234,438
728026	158,435
728027	749,693,435,761,662,369,609
728028	14,435,425,208,506
728029	245,749,598,299,693,435,43,72,51
728030	299,622,44,435
728031	622,435
728032	435,72,25
728033	454,533,919,361,245,967,457,405,609,299,596,790,607,234,438,928,435,258,252
728034	622,435
728035	435,622,467
728036	622,609,435
728037	245,44,299,622,435,609
728038	595,245,716,288,299,435,123,462,607,337,520,609
728039	109,467,435,2136,2305,1718,2319,69,86
728040	245,299,435,454,530,234,252
728041	245,390,174,299,435,341,609
728042	245,99,467,91,390,132,435,299,39,82,117,126,51,43,234,252
