	3980,418,324,649
2546083	628,437,492
2546084	1383,492
2546085	437,492
2546086	577,492
2546087	844,492
2546088	437,492
2546089	437,492
2546090	492,8
2546091	36,492
2546092	1492,492
2546093	715,492
2546094	437,492
2546095	93,492
2546096	437,492,66
2546097	437,492
2546098	437,492
2546099	437,492
2546100	628,492,66
2546101	1740,440,492
2546102	281,492,828
2546103	957,449,492
2546104	715,492
2546105	437,492
2546106	305,492
2546107	93,492
2546108	1383,715,492
2546109	622,609,58,492
2546110	437,492
2546111	1125,492
2546112	628,437,492
2546113	437,552,492
2546114	437,492
2546115	523,34,1376,492
2546116	154,285,492
2546117	1270,492
2546118	628,437,492
2546119	437,492
2546120	628,492
2546121	255,150,78,800,16,492,5
2546122	437,492
2546123	235,437,492
2546124	2128,492
2546125	437,492,550
2546126	2081,492
2546127	492,1472
2546128	101,301,83,619,235,17,492,124
2546129	2089,715,2128,492
2546130	437,492
2546131	437,492
2546132	437,492
2546133	628,492
2546134	1176,294,235,271,492
2546135	437,492
2546136	710,492
2546137	437,492
2546138	628,492
2546139	437,492
2546140	577,1270,492
2546141	628,492
2546142	336,492
2546143	1270,492
2546144	278,492
2546145	628,492
2546146	492,246
2546147	437,492
2546148	449,492
2546149	628,14,844,492
2546150	437,492
2546151	437,492
2546152	628,492
2546153	437,492
2546154	844,492
2546155	492,66
2546156	42,492
2546157	437,492
2546158	715,492
2546159	437,492
2546160	492,53
2546161	278,295,492
2546162	492,1270,136
2546163	437,492
2546164	437,492
2546165	4098,492
2546166	437,492
2546167	437,492
2546168	628,492
2546169	628,437,492
2546170	628,492
2546171	437,492
2546172	628,920,437,492
2546173	437,492
2546174	577,107,492
2546175	628,492
2546176	437,492
2546177	628,437,492
2546178	492,53
2546179	437,492
2546180	1936,492
2546181	437,492
2546182	506,492
2546183	492,870
2546184	278,492
2546185	715,492
2546186	412,2170,3088,492,5
2546187	446,492
2546188	437,492
2546189	2183,145,492
2546190	229,492
2546191	437,492
2546192	78,159,437,492,8,195
2546193	88,437,492
2546194	437,492
2546195	285,492
2546196	957,101,172,286,334,437,492,8
2546197	9,914,406,258,492
2546198	612,492
2546199	437,492
2546200	492,53
2546201	9,492
2546202	88,68,492,53
2546203	437,5,492
2546204	628,492
2546205	48,492
2546206	437,492
2546207	592,492
2546208	717,492
2546209	286,329,129,492,5
2546210	437,329,492
2546211	437,492
2546212	437,492
2546213	437,492
2546214	577,2089,492
2546215	655,492,24
2546216	437,492
2546217	437,492
2546218	159,492
2546219	437,492,318
2546220	628,437,492
2546221	715,492
2546222	628,492
2546223	437,492
2546224	716,66,412,492,318
2546225	437,492
2546226	628,492
2546227	605,492,69
2546228	793,492
2546229	437,492
2546230	492,192
2546231	17,492
2546232	437,492
2546233	437,492
2546234	437,492
2546235	222,492
2546236	437,492
2546237	437,492
2546238	715,492
2546239	110,391,492
2546240	159,437,492
2546241	623,5,492,124
2546242	628,437,492
2546243	413,492
2546244	437,492
2546245	437,492
2546246	628,437,492
2546247	628,437,492
2546248	3998,715,492
2546249	369,63,492,200
2546250	437,492
2546251	437,492
2546252	437,492
2546253	101,154,492,343,612
2546254	230,492
2546255	437,492
2546256	492,1011
2546257	437,492
2546258	437,492
2546259	101,492
2546260	628,492
2546261	2784,492
2546262	101,492
2546263	437,492
2546264	101,437,492
2546265	437,492
2546266	437,492
2546267	437,492
2546268	437,492,828
2546269	158,437,304,492
2546270	577,342,715,492
2546271	437,492
2546272	369,492
2546273	437,492
2546274	437,1834,492
2546275	1383,492
2546276	938,492
2546277	2705,844,715,579,76,492,86
2546278	437,492
2546279	2,492,53
2546280	437,492
2546281	628,437,492
2546282	437,492
2546283	1270,492
2546284	437,492
2546285	103,492
2546286	628,437,492
2546287	437,492
2546288	437,36,492
2546289	437,492
2546290	492,246
2546291	437,570,492
2546292	628,492
2546293	628,492
2546294	437,492
2546295	492,589
2546296	437,492
2546297	417,38,492
2546298	437,492
2546299	437,492
2546300	437,492
2546301	294,492
2546302	437,507,492
2546303	159,270,916,492,311,195,1017,318
2546304	132,318,492,124,680,2288,66
2546305	437,492
2546306	628,492
2546307	437,492
2546308	437,492
2546309	715,492
2546310	893,258,492,405,177
2546311	437,492
2546312	606,317,437,187,129,492,1245
2546313	158,492,828
2546314	437,492
2546315	628,492
2546316	628,492
2546317	437,492
2546318	437,492
2546319	437,492
2546320	302,437,492
2546321	577,715,492
2546322	1383,492
2546323	577,492
2546324	160,492
2546325	54,492
2546326	437,717,492
2546327	88,492
2546328	218,492
2546329	715,492
2546330	628,437,492
2546331	437,492
2546332	93,85,492
2546333	437,492
2546334	437,492
2546335	577,9,492
2546336	440,492
2546337	844,160,437,53,492,628
2546338	492,334
2546339	577,492
2546340	437,492
2546341	1270,492
2546342	437,492
2546343	174,101,492
2546344	492,2165
2546345	1283,152,492
2546346	437,492
2546347	605,492,204
2546348	2784,492
2546349	3366,492
2546350	437,492
2546351	437,492
2546352	437,492
2546353	577,492
2546354	101,492
2546355	437,492
2546356	1383,125,492
2546357	437,492
2546358	568,492
2546359	304,742,492
2546360	1132,97,219,531,1392,1645,818,179,3574
2546361	3574,702
2546362	1833,1903,3574,1150
2546363	3574,216
2546364	3574,3637
2546365	24,560,434,3574,8,341,1546
2546366	2082,3574,354
2546367	3574,106
2546368	1931,3054,2848,3574,1013
2546369	2225,3574
2546370	136,2530,548,3574,257
2546371	412,3574
2546372	3574,3641
2546373	3574,38
2546374	3574,856
2546375	481,482,3574
2546376	3574,38
2546377	3574,857,1150
2546378	446,3574,44
2546379	648,3574
2546380	1439,3574
2546381	2213,3574
2546382	3574,421
2546383	305,3574,1743
2546384	603,3574
2546385	3574,1199
2546386	3622,3574
2546387	3574,4245
2546388	15,3574
2546389	2193,3574
2546390	279,3574
2546391	170,1097,256,594,3574
2546392	78,3574
2546393	718,3574,19
2546394	684,3574,24
2546395	3574,1445
2546396	8,3574,964
2546397	365,3574,217
2546398	718,3574
2546399	440,3574
2546400	1281,3574
2546401	1622,3574
2546402	329,3574
2546403	335,3574
2546404	666,3574
2546405	133,3574
2546406	3574,81,192,236
2546407	2787,1239,3574
2546408	2582,3574,1061,895
2546409	716,3574
2546410	1833,3574,1150
2546411	3574,346
2546412	129,3574
2546413	3574,274,549
2546414	807,3574
2546415	3574,53
2546416	3998,3574,1358
2546417	3574,1209
2546418	87,3574,192,341,254
2546419	3003,3574,2788
2546420	56,3574
2546421	3574,1760,36,1106
2546422	860,3574,1150
2546423	1740,678,19,3574
2546424	2287,3574
2546425	90,3574
2546426	60,369,279,3574
2546427	187,3574
2546428	175,3574
2546429	907,3574,1150
2546430	3574,177
2546431	375,1686,3574,257,3950,1729
2546432	14,3574,776,2342,66
2546433	112,3574
2546434	3002,3574
2546435	46,3574
2546436	3574,3950,375
2546437	3574,36,445
2546438	3574,86
2546439	1012,2373,3574
2546440	44,446,187,1277,3574
2546441	1481,1617
2546442	524,1061,1617
2546443	2293,744,142,1617
2546444	1622,1617
2546445	1617,159,367,343,1257
2546446	44,1617
2546447	597,1617
2546448	165,1617
2546449	583,1617
2546450	1338,1617
2546451	1393,2970,812,1617
2546452	56,1617,739
2546453	2,1617
2546454	1617,881
2546455	1476,161,1617
2546456	569,187,1617,200
2546457	3572,1617
2546458	265,1617,343
2546459	91,1710,78,1617,251
2546460	212,1617
2546461	271,301,1617
2546462	1208,1617
2546463	1471,1617
2546464	1761,242,1151,812,366,1617,1490,3561,627,2591,3700,1182
2546465	323,697,2428,1617,1974,75,1987
2546466	1753,1338,792,161,362,1617,772,650
2546467	301,562,1617,124
2546468	265,434,1617
2546469	665,3344,69,1617
2546470	412,1617
2546471	1537,1617,4000
2546472	302,31,1617
2546473	552,1617
2546474	1617,3287,418,325,2134,3330,691
2546475	648,1617
2546476	465,1617
2546477	1013,1007,1617
2546478	161,574,1617,650,2078
2546479	109,295,24,78,2864,1617,129,16
2546480	394,132,2,1617,355,304,1013,1427
2546481	159,1617
2546482	1904,203,1617
2546483	3043,1617
2546484	1245,507,1617
2546485	2056,220,1617,2225,704
2546486	364,1888,1617,487,2209
2546487	9,603,1617,8,410
2546488	710,1617
2546489	1086,1617
2546490	821,1617
2546491	1378,1617
2546492	1617,500
2546493	583,1617
2546494	1240,1617
2546495	1108,1617
2546496	1617,2273,657,112,862
2546497	510,4137
2546498	510,279,146,876
2546499	510,85,46
2546500	510,292
2546501	910,218,510,241
2546502	1173,918,3586,358,510,106,3632
2546503	1718,17,510,810
2546504	510,2031
2546505	510,1059
2546506	510,107
2546507	510,715
2546508	510,187
2546509	2321,49,2602,2375,510,72
2546510	238,510,3314
2546511	3775,510,1758
2546512	210,510,2616
2546513	510,3250
2546514	510,216
2546515	467,390,2006,825,17,510
2546516	510,715,2569
2546517	510,801
2546518	2898,568,218,179,510
2546519	510,19
2546520	510,934
2546521	510,2177
2546522	510,292
2546523	228,510,1317,325
2546524	56,510,538,464
2546525	684,510
2546526	510,359,1182
2546527	17,510,483
2546528	15,510
2546529	17,510
2546530	684,2752,46,198,510,190
2546531	688,510,176
2546532	556,510
2546533	56,510,223
2546534	510,2347
2546535	510,160,223
2546536	3983,510,715
2546537	510,19,1815,501
2546538	465,510,2569
2546539	17,510
2546540	510,467
2546541	510,87,421
2546542	510,112,1378
2546543	510,2730
2546544	510,177
2546545	56,510
2546546	1587,510
2546547	510,1428
2546548	188,510,2601,1749
2546549	49,3,272,510,379,2388
2546550	510,1377,1182
2546551	221,510,14
2546552	510,281
2546553	510,3751
2546554	2321,218,510
2546555	510,396
2546556	510,759
2546557	510,30
2546558	212,624,806,440,46,38,510,48,505
2546559	510,801
2546560	15,510
2546561	56,510,14,1405
2546562	382,510
2546563	510,2797
2546564	2586,510,46,1439
2546565	218,510
2546566	510,276,241
2546567	907,510,60
2546568	369,510,1125
2546569	713,510,3340
2546570	510,301,216
2546571	17,510,539
2546572	510,1176
2546573	510,1439
2546574	1890,510
2546575	67,510,216
2546576	510,825
2546577	510,387,97,3347
2546578	510,716,1670
2546579	510,95
2546580	510,1059
2546581	510,198
2546582	510,254
2546583	510,3702
2546584	510,85,107,2429
2546585	307,510
2546586	179,510,1409
2546587	510,205
2546588	510,1170
2546589	2321,510
2546590	510,4161
2546591	3775,510,2062
2546592	510,205
2546593	1999,510
2546594	538,510,208
2546595	510,88,2199
2546596	90,462,510,5,377,1135
2546597	17,510,87,1182
2546598	510,222
2546599	510,301
2546600	510,588,233,241
2546601	510,1830
2546602	17,510
2546603	1671,510
2546604	510,728
2546605	510,2948
2546606	910,510,844,1815
2546607	17,510,88
2546608	510,648
2546609	510,691
2546610	510,292,806
2546611	510,538,14
2546612	510,3243
2546613	907,510,60
2546614	2415,286,4018,2579,510,2012
2546615	218,510,764
2546616	56,510
2546617	510,155
2546618	154,510
2546619	510,359
2546620	510,46
2546621	510,871
2546622	510,464
2546623	818,510,5
2546624	218,510
2546625	510,801,97
2546626	810,229,1207,510,387
2546627	458,510
2546628	510,1209
2546629	510,216
2546630	910,510
2546631	510,539
2546632	1102,510
2546633	510,95
2546634	17,510
2546635	227,510,979,1125
2546636	510,1358
2546637	3679,510,150
2546638	510,1723
2546639	1132,810,568,539,510
2546640	838,223,278,1469,208,510,254,281
2546641	510,272,3731
2546642	510,1409,359,1057
2546643	510,279,856
2546644	17,510,2043
2546645	510,41
2546646	510,766,222
2546647	510,2388,272,379
2546648	218,510,643
2546649	15,510
2546650	510,236
2546651	268,510
2546652	1022,510
2546653	17,510,51,216
2546654	17,510,1405
2546655	194,510
2546656	90,510,296
2546657	510,440,192,1830
2546658	657,488,510
2546659	510,241
2546660	818,510
2546661	2887,510,1543
2546662	90,2887,510,538
2546663	179,510
2546664	510,359
2546665	1375,510
2546666	510,1207,588
2546667	510,1219
2546668	510,204
2546669	510,326
2546670	510,2797
2546671	17,510,46,39
2546672	305,510,782
2546673	60,510
2546674	294,818,779,474,440,192,501,510,588
2546675	510,797
2546676	510,32
2546677	179,510
2546678	510,1096
2546679	510,204
2546680	510,1611,302,573
2546681	510,1233
2546682	510,272
2546683	510,387
2546684	510,1978,343
2546685	154,510,53
2546686	510,2056
2546687	2556,97,759,359,510
2546688	510,208
2546689	510,359
2546690	787,510
2546691	893,510
2546692	510,1658
2546693	510,128
2546694	179,168,3003,907,510
2546695	510,982
2546696	510,133,136
2546697	3775,510
2546698	335,510
2546699	510,93
2546700	194,17,510,279
2546701	60,510,1209
2546702	90,292,510,88,51
2546703	90,510
2546704	3423,510
2546705	510,2560
2546706	1078,510,272
2546707	510,272,2405
2546708	17,510,146
2546709	1396,268,97,205,871,15,1964,510,702,254,819
2546710	510,359
2546711	510,588
2546712	510,2203
2546713	49,510,272
2546714	510,1123,160
2546715	510,1060
2546716	510,416
2546717	15,56,510,4094
2546718	510,1123,160
2546719	510,464
2546720	2164,667,510,2171,982
2546721	510,223
2546722	2257,510,1226,176
2546723	510,359
2546724	218,510,14
2546725	67,510
2546726	218,510
2546727	510,918
2546728	510,1182
2546729	510,592
2546730	336,510
2546731	17,510,272
2546732	510,14
2546733	510,717
2546734	228,510
2546735	369,510
2546736	510,51
2546737	510,4245
2546738	2623,218,510
2546739	446,510,373,2180
2546740	17,510,56
2546741	2086,510
2546742	510,387
2546743	510,216
2546744	1779,510,3193,1060
2546745	154,510,1371,176
2546746	510,717
2546747	510,1060
2546748	510,452,421
2546749	821,510
2546750	510,302
2546751	510,14
2546752	510,24
2546753	1821,510
2546754	67,510,3340
2546755	510,176
2546756	44,241,359,510,254
2546757	1829,510
2546758	56,510,103
2546759	1298,748,205,67,1462,510
2546760	90,510,254
2546761	510,3751
2546762	510,1125
2546763	510,493
2546764	510,1182
2546765	56,510,3314
2546766	335,510,538
2546767	1630,510,254
2546768	85,229,84,1199,510,1859,421
2546769	907,510
2546770	510,14
2546771	510,702
2546772	81,3172,208,510,222
2546773	510,5,1405
2546774	510,176
2546775	17,510,216
2546776	510,715
2546777	17,510
2546778	223,95,46,581,510
2546779	510,246
2546780	510,538,876
2546781	2863,510
2546782	510,1093
2546783	510,539
2546784	510,1233
2546785	510,1075,205
2546786	160,832,15,17,510
2546787	510,1096
2546788	95,292,447,507,510,93
2546789	568,825,17,510,53,88
2546790	510,5
2546791	60,510
2546792	279,95,38,740,510,377
2546793	510,702
2546794	510,387
2546795	1587,510
2546796	1890,510
2546797	2586,510
2546798	1677,510
2546799	510,2569,691
2546800	510,929
2546801	510,2556,14
2546802	510,3048
2546803	56,510
2546804	510,1226,856
2546805	510,359
2546806	510,717
2546807	218,81,17,511,510,1123
2546808	1670,3380,667,510,72
2546809	510,76,1060
2546810	60,510
2546811	510,491,619
2546812	1151,510,1713
2546813	15,510,832
2546814	56,216,1999,510,176
2546815	510,1207
2546816	447,510,3071
2546817	510,617
2546818	510,955,272
2546819	510,771
2546820	510,222,195
2546821	84,510,233,268
2546822	488,510
2546823	2321,2787,95,782,510
2546824	510,810,41
2546825	510,3961
2546826	510,955,136
2546827	474,510
2546828	17,510
2546829	510,1418
2546830	1993,510,1630
2546831	2784,510
2546832	15,510,128,4215
2546833	150,510
2546834	1873,510,2514,2523
2546835	417,510,1609
2546836	510,198
2546837	46,507,1060,510,1300
2546838	510,538,617
2546839	15,510,204
2546840	2623,510
2546841	510,1233
2546842	510,1690,66
2546843	510,279
2546844	510,825
2546845	95,84,17,1060,510
2546846	510,1123,740
2546847	510,421
2546848	510,974
2546849	510,974
2546850	510,2556,717
2546851	510,1096
2546852	510,2920
2546853	752,95,579,15,152,510
2546854	510,97,222
2546855	510,1300
2546856	510,2318
2546857	204,188,1225,68,152,359,1096,510
2546858	56,133,81,580,510,584
2546859	510,3726
2546860	1078,510,46,1830
2546861	510,702
2546862	510,190
2546863	17,510
2546864	1964,510,1377
2546865	154,510
2546866	510,95
2546867	988,33,510,165,1324
2546868	2213,510
2546869	179,510
2546870	179,510
2546871	510,617
2546872	5,218,510,702
2546873	510,728,596
2546874	218,510
2546875	510,3645
2546876	510,802,740
2546877	510,95,2342,2117
2546878	1151,510
2546879	262,510,95
2546880	109,1233,3844,562,510,254
2546881	510,192
2546882	510,2056
2546883	747,510,763
2546884	17,510,160
2546885	510,642
2546886	510,254
2546887	510,764
2546888	510,1075
2546889	1668,510
2546890	2086,510
2546891	510,617
2546892	235,510
2546893	510,728
2546894	510,223
2546895	510,4161
2546896	766,88,14,1032,90,2880,464,2582,510
2546897	947,510
2546898	510,281
2546899	510,862
2546900	2749,56,563,728,329,510
2546901	510,292,3071
2546902	510,1032,1713
2546903	568,510,344
2546904	803,416,510
2546905	3095,510
2546906	447,510
2546907	510,32
2546908	510,1609
2546909	160,695,154,510,1123,251
2546910	510,165,478,1432
2546911	818,510
2546912	1635,510,279
2546913	510,254
2546914	510,2573
2546915	1420,510
2546916	17,510,56
2546917	510,359
2546918	179,152,1869,510,349
2546919	922,510
2546920	510,4275
2546921	158,510
2546922	510,710
2546923	1587,510
2546924	510,51
2546925	818,510
2546926	17,510
2546927	268,510,88,87
2546928	510,223
2546929	510,416
2546930	510,216
2546931	510,617
2546932	510,88
2546933	510,790
2546934	2437,510,88
2546935	3349,1671,510
2546936	216,510,272,176
2546937	510,87
2546938	510,69
2546939	80,510,782
2546940	577,510
2546941	510,359
2546942	510,1679
2546943	510,176
2546944	179,510
2546945	510,2703
2546946	922,510
2546947	510,281,2177,38
2546948	382,510,254,871
2546949	705,56,510
2546950	510,106
2546951	510,5,1075
2546952	335,2833,439,1810,2770,510
2546953	60,510,88,53
2546954	510,1543
2546955	510,1815
2546956	510,279,441
2546957	510,611,2922
2546958	510,254
2546959	510,2568
2546960	510,592,204,467
2546961	15,510,1537
2546962	510,51,502
2546963	17,510
2546964	510,359
2546965	159,510,142,1301
2546966	17,510
2546967	510,3155
2546968	510,1591
2546969	579,510,844,86
2546970	90,1073,2359,2610,17,76,510
2546971	793,510
2546972	56,510
2546973	910,510
2546974	510,1182
2546975	510,46,2348
2546976	510,51,502,1158
2546977	158,510,1377,810
2546978	510,95
2546979	510,1060
2546980	2082,3704,510
2546981	60,510
2546982	510,223
2546983	218,510
2546984	56,510
2546985	170,510
2546986	335,2664,2031,4299,510
2546987	510,329,748
2546988	510,2100,752
2546989	510,1978,810
2546990	510,4031
2546991	417,1001,510
2546992	451,1405,365,510,1182
2546993	483,510,1747,1301
2546994	510,46,748
2546995	510,890
2546996	510,25
2546997	510,1283,440
2546998	510,1123,1075
2546999	510,1756
2547000	510,1468,14
2547001	510,748
2547002	510,1723
2547003	766,294,440,192,510
2547004	221,510,1226,2841
2547005	378,538,38,86,510
2547006	1054,510
2547007	2596,1299,144,510,2232
2547008	1151,510
2547009	262,510,95,673
2547010	510,3751,449,3380
2547011	413,510,60
2547012	510,1170
2547013	718,510
2547014	510,152,449
2547015	510,93
2547016	510,2348
2547017	510,1615
2547018	510,3420,1209
2547019	233,626,97,241,17,510
2547020	1873,510,416,359
2547021	370,510,19
2547022	510,2056
2547023	510,145,160
2547024	510,38,467
2547025	510,1636
2547026	510,279
2547027	15,60,510,740
2547028	56,510
2547029	510,890,617,128
2547030	510,95
2547031	80,510,1077
2547032	1354,510,1221,2841
2547033	510,320
2547034	56,510
2547035	56,510
2547036	510,272
2547037	510,2166,1658,38
2547038	510,673
2547039	510,739,396
2547040	510,68,982
2547041	510,88
2547042	510,292
2547043	510,3751,449
2547044	510,538
2547045	510,281
2547046	510,2403
2547047	510,715,728
2547048	56,510,440,752
2547049	510,95
2547050	510,329
2547051	179,510
2547052	510,1447
2547053	139,510
2547054	510,1978
2547055	510,246
2547056	680,110,510
2547057	510,292
2547058	510,667,272
2547059	228,510,90
2547060	1737,510
2547061	818,510
2547062	221,510
2547063	90,81,17,46,740,510,819
2547064	363,743,2881,510
2547065	510,206,1096
2547066	510,172,28,740
2547067	179,510
2547068	451,88,440,673,60,510,3223
2547069	510,1615
2547070	218,510
2547071	510,764
2547072	510,294
2547073	803,2949,510
2547074	510,421
2547075	1123,510,326
2547076	510,1497
2547077	510,449
2547078	510,1199
2547079	1469,510
2547080	510,216,810
2547081	510,1209
2547082	1671,510
2547083	1215,67,510,2513
2547084	510,1377
2547085	510,1978
2547086	17,510,2556
2547087	818,510,152,192
2547088	510,144
2547089	2452,510
2547090	3030,179,17,673,1117,510,19
2547091	510,204
2547092	510,3105
2547093	510,1233
2547094	932,510,491
2547095	307,510
2547096	510,832
2547097	510,764
2547098	510,359
2547099	205,3071,1075,510,254
2547100	488,510
2547101	510,702
2547102	510,3260
2547103	510,539,467
2547104	317,907,510,60
2547105	90,510
2547106	2880,510
2547107	60,510
2547108	577,510
2547109	510,152
2547110	15,17,510,539
2547111	17,510,56
2547112	2257,510
2547113	17,510
2547114	510,715,3387
2547115	510,128
2547116	510,728,281
2547117	510,592
2547118	510,95,51
2547119	510,76
2547120	510,2676
2547121	474,510,1853,763
2547122	510,748
2547123	510,1317,223
2547124	510,3314,272
2547125	846,510
2547126	510,3053,342
2547127	510,1060
2547128	451,179,1454,510,387
2547129	510,301
2547130	346,33,510,1439,140
2547131	510,552,2493
2547132	721,2493,2770,447,510,1978
2547133	510,806,373
2547134	510,1060
2547135	1587,510
2547136	4124,510
2547137	90,510,1060
2547138	179,510,216
2547139	510,511,223
2547140	228,17,510
2547141	510,539,294,192
2547142	510,2569
2547143	510,3425
2547144	510,145,2657
2547145	510,3751
2547146	1397,1233,160,15,154,539,254,510,1409,819
2547147	510,1123,359
2547148	510,1057
2547149	510,145
2547150	17,510
2547151	392,510
2547152	17,510,56
2547153	657,510
2547154	308,510,17,60
2547155	510,155,76,2658
2547156	144,329,36,510,2342,862
2547157	510,3751,2410
2547158	510,2355
2547159	510,223
2547160	510,359
2547161	510,359,649
2547162	179,510,868
2547163	15,510
2547164	801,204,87,15,46,539,510,387
2547165	538,14,90,218,95,145,771,1243,3645,510,19
2547166	510,222,1075
2547167	510,2922
2547168	95,510,112
2547169	510,1409,2013
2547170	810,1999,81,117,2019,510
2547171	668,510
2547172	262,205,307,68,241,3003,2420,1060,510
2547173	17,510
2547174	510,359,819
2547175	139,286,510,552,377
2547176	872,474,740,510,222
2547177	2355,397,510
2547178	378,510,963
2547179	510,216
2547180	821,510
2547181	818,510,1217,56
2547182	510,801
2547183	818,510,1217
2547184	17,510,740
2547185	17,510,810
2547186	510,342,222,76
2547187	510,1141
2547188	680,510
2547189	510,4139,686
2547190	510,1217,2012
2547191	510,1377,320
2547192	1801,1788,3243,228,510
2547193	483,510
2547194	907,510
2547195	510,216
2547196	17,510,3071
2547197	510,160
2547198	179,510,19
2547199	510,14
2547200	510,88,51
2547201	335,510
2547202	317,355,510,584,691
2547203	84,510,38
2547204	1718,510
2547205	510,30
2547206	510,1192
2547207	510,1358
2547208	676,510
2547209	510,1096
2547210	1375,510
2547211	510,2024
2547212	17,510,56,146
2547213	510,460
2547214	60,510
2547215	510,588,3071
2547216	510,292,216
2547217	568,510
2547218	90,510,112,1096
2547219	90,910,208,510,387,1182,421
2547220	510,1439
2547221	510,952,609
2547222	390,510,176
2547223	202,510,1000,582
2547224	221,510,90,728
2547225	308,510,17
2547226	510,588
2547227	15,510,53,1812
2547228	510,292
2547229	510,771
2547230	510,3222
2547231	17,510
2547232	3235,881,17,532,510
2547233	510,160
2547234	17,510,483,233
2547235	308,97,2006,179,510,584
2547236	1217,279,95,965,510,505
2547237	1993,510
2547238	17,510,223,176
2547239	628,510,844,53
2547240	17,510,1060
2547241	510,51
2547242	510,642
2547243	2863,510,160
2547244	510,532
2547245	510,39
2547246	510,579
2547247	1306,510,95
2547248	510,2818,1060,810
2547249	510,1060
2547250	1677,510
2547251	179,510,17
2547252	510,223
2547253	179,510
2547254	510,2403
2547255	907,510
2547256	510,1281
2547257	510,216
2547258	510,133
2547259	510,38,436,128
2547260	810,2719,53,510,2487
2547261	17,510
2547262	2257,510
2547263	3886,510,2086
2547264	510,222,3071,1219
2547265	510,1409
2547266	84,510,1207,740
2547267	510,2568,1141
2547268	17,510,440,1060
2547269	56,1758,17,510,51
2547270	510,717
2547271	510,160
2547272	510,1015
2547273	1940,510
2547274	221,179,510,124
2547275	179,510,793
2547276	510,2616,222
2547277	628,510,160,343
2547278	907,510,60
2547279	510,955
2547280	417,1001,510
2547281	483,510
2547282	510,301
2547283	510,144
2547284	510,223
2547285	49,510,152
2547286	510,440
2547287	510,1830
2547288	56,748,441,279,17,510
2547289	218,510,17
2547290	510,2180
2547291	179,510,3713,643
2547292	228,510
2547293	44,90,292,81,510,5
2547294	218,510,2575
2547295	510,359
2547296	510,538,359
2547297	510,183
2547298	510,103,578
2547299	510,198
2547300	510,1192
2547301	510,1363
2547302	60,510
2547303	510,2173,776,296
2547304	907,510,144,1363
2547305	510,254
2547306	1203,510
2547307	510,1199
2547308	510,223
2547309	510,578
2547310	17,510
2547311	307,1013,510
2547312	2980,510,1286,862
2547313	510,467
2547314	510,359,779
2547315	510,763
2547316	563,1022,510
2547317	1943,14,510,251
2547318	510,51
2547319	510,3071
2547320	179,510
2547321	510,1954,1324
2547322	3071,391,510,588,1978
2547323	218,510,1323
2547324	510,667,301
2547325	17,510,51,1723
2547326	90,510,292
2547327	510,1929
2547328	1469,510,219
2547329	268,510,279
2547330	510,881
2547331	510,1630
2547332	510,387
2547333	2025,510,778,2679
2547334	1221,818,779,1075,510
2547335	502,510,216
2547336	80,510
2547337	56,510,1060
2547338	510,87
2547339	510,588
2547340	510,51
2547341	1420,510,206
2547342	268,825,421,510,1057
2547343	510,223
2547344	510,856
2547345	907,510,464,1363
2547346	1233,467,1199,510,588
2547347	2586,510
2547348	233,2329,876,510,1409
2547349	3674,510
2547350	510,51
2547351	510,160
2547352	510,53
2547353	510,51
2547354	1239,510,621
2547355	17,510
2547356	510,2616
2547357	510,1096
2547358	483,510
2547359	510,464,359,1096
2547360	510,717
2547361	1354,510
2547362	510,436
2547363	818,510,160,254
2547364	2579,56,510
2547365	510,1841
2547366	194,510,440
2547367	510,58
2547368	510,223
2547369	510,771,176
2547370	510,36
2547371	218,510,205
2547372	510,539,177
2547373	510,440
2547374	510,1636
2547375	510,2164
2547376	335,510
2547377	510,53
2547378	808,538,155,510,2122
2547379	80,510,60
2547380	1999,510,673
2547381	1677,510
2547382	90,510,748
2547383	510,176
2547384	510,1630,649
2547385	377,510,2523,467
2547386	2579,510
2547387	510,721
2547388	510,296,580
2547389	713,510
2547390	510,387
2547391	262,160,1151,67,344,740,510
2547392	818,510
2547393	510,160
2547394	483,510,140
2547395	510,97,1060
2547396	1446,510,208,588
2547397	1607,510,1853,87
2547398	301,1151,619,938,510,254
2547399	510,1978,93
2547400	510,223
2547401	510,51
2547402	2793,510,619
2547403	3216,510,548
2547404	1013,510,28
2547405	510,2199
2547406	510,3751,2410
2547407	510,19
2547408	2586,510
2547409	838,467,622,38,72,510,32,51,2523,421
2547410	8,510,241
2547411	510,1317,2164
2547412	510,538
2547413	218,510
2547414	680,510,588,5
2547415	510,3142
2547416	56,510
2547417	510,359,740
2547418	97,464,2144,382,510
2547419	221,510,1151
2547420	67,510,717
2547421	95,2027,17,1060,876,510,1265
2547422	95,510,801
2547423	1100,510
2547424	56,510
2547425	510,467
2547426	510,588
2547427	510,208
2547428	84,510,359,236
2547429	510,643
2547430	510,1209
2547431	15,510,68
2547432	2086,241,17,440,510,1283
2547433	510,1120
2547434	568,510,329,1749
2547435	510,14
2547436	390,510,223
2547437	510,148
2547438	510,570
2547439	1668,510,223
2547440	510,88
2547441	56,510,728,1546
2547442	17,510
2547443	510,440
2547444	510,53
2547445	510,1254
2547446	907,510,1363,60
2547447	2279,510,36
2547448	510,588,176
2547449	510,491
2547450	763,510,296
2547451	510,1978
2547452	56,510
2547453	510,3105
2547454	481,510
2547455	14,81,17,272,510
2547456	510,292
2547457	510,538
2547458	212,95,464,2538,53,510,1978,93
